Date,Type,Category,Amount,Comment
2019-01-19,Расход,Жилье,16649.02,Интернет
2019-01-20,Расход,Жилье,11209.09,Вода
2019-01-20,Расход,Транспорт,145.58,Uber
2019-01-20,Расход,Развлечения,3059.61,Боулинг
2019-01-20,Расход,Транспорт,2177.05,Метро
2019-01-20,Доход,Зарплата,74066.86,Бонус
2019-01-21,Расход,Продукты,2492.62,Дикси
2019-01-21,Расход,Продукты,3746.06,Бристоль
2019-01-21,Расход,Продукты,4362.97,Бристоль
2019-01-22,Расход,Продукты,2067.36,Метро
2019-01-22,Расход,Развлечения,4338.38,Пицца
2019-01-22,Расход,Жилье,10733.69,Вода
2019-01-22,Расход,Жилье,14822.0,Управляющая компания
2019-01-22,Доход,Наличка,3262.53,Продажа вещей на Авито
2019-01-23,Расход,Прочее,2820.57,Подарок
2019-01-23,Расход,Транспорт,357.13,Метро
2019-01-25,Расход,Прочее,7099.32,Одежда
2019-01-25,Доход,Перевод,88573.08,Налоговый вычет
2019-01-26,Расход,Транспорт,2898.77,Метро
2019-01-26,Расход,Транспорт,2981.54,Парковка
2019-01-26,Расход,Развлечения,3484.01,Суши
2019-01-27,Расход,Здоровье,5201.34,Массаж
2019-01-27,Расход,Развлечения,5938.68,Ресторан
2019-01-27,Расход,Транспорт,1662.61,Яндекс.Такси
2019-01-27,Расход,Прочее,1290.25,Техника
2019-01-28,Расход,Прочее,2292.69,Подарок
2019-01-29,Расход,Транспорт,2563.54,Электричка
2019-01-30,Расход,Наличка,7120.3,Снятие наличных
2019-01-30,Расход,Прочее,4041.69,Зоотовары
2019-01-30,Расход,Прочее,9477.61,Одежда
2019-01-30,Расход,Развлечения,560.3,Бар
2019-01-30,Расход,Транспорт,1212.72,Парковка
2019-01-30,Расход,Досуг,1248.35,Coursera
2019-01-31,Расход,Продукты,1470.48,Перекрёсток
2019-02-01,Расход,Транспорт,2115.25,Каршеринг
2019-02-01,Расход,Досуг,1119.52,Coursera
2019-02-02,Расход,Жилье,10060.59,Управляющая компания
2019-02-02,Расход,Развлечения,5669.63,Доставка еды
2019-02-02,Расход,Развлечения,1892.15,Кино
2019-02-02,Расход,Развлечения,2678.22,Концерт
2019-02-02,Расход,Прочее,6459.97,Зоотовары
2019-02-03,Расход,Досуг,2062.26,Steam
2019-02-03,Расход,Наличка,7014.59,Снятие наличных
2019-02-03,Расход,Наличка,8719.85,Размен
2019-02-03,Расход,Развлечения,2532.26,Суши
2019-02-04,Расход,Прочее,1428.08,Косметика
2019-02-05,Расход,Транспорт,2028.47,Бензин
2019-02-05,Расход,Наличка,10536.58,ATM
2019-02-05,Расход,Прочее,2220.82,Одежда
2019-02-05,Расход,Транспорт,1667.55,Парковка
2019-02-05,Доход,Зарплата,72645.03,Бонус
2019-02-06,Расход,Продукты,1079.85,Перекрёсток
2019-02-07,Расход,Жилье,8826.08,Управляющая компания
2019-02-07,Расход,Наличка,2593.88,Размен
2019-02-08,Расход,Продукты,4126.62,Пятёрочка
2019-02-08,Расход,Перевод,5786.35,Перевод другу
2019-02-08,Расход,Досуг,2521.36,Авито
2019-02-08,Расход,Развлечения,2288.76,Театр
2019-02-08,Расход,Досуг,2337.21,Авито
2019-02-09,Расход,Досуг,1969.35,Хобби
2019-02-09,Расход,Досуг,1289.38,Хобби
2019-02-09,Расход,Продукты,2471.58,Бристоль
2019-02-10,Расход,Здоровье,2539.83,Стоматолог
2019-02-10,Расход,Развлечения,1010.74,Концерт
2019-02-10,Расход,Прочее,1739.96,Подарок
2019-02-10,Расход,Развлечения,3767.92,Боулинг
2019-02-11,Расход,Продукты,206.15,ВкусВилл
2019-02-11,Расход,Прочее,9501.49,Цветы
2019-02-11,Доход,Перевод,19890.59,Перевод от родителей
2019-02-12,Расход,Жилье,32393.89,Газ
2019-02-12,Расход,Наличка,7771.72,Размен
2019-02-13,Расход,Продукты,2071.05,Дикси
2019-02-13,Расход,Транспорт,576.88,Автобус
2019-02-13,Расход,Продукты,3195.6,Лента
2019-02-13,Расход,Жилье,15168.95,Газ
2019-02-14,Расход,Жилье,14783.71,Управляющая компания
2019-02-15,Расход,Развлечения,4506.98,Кино
2019-02-15,Расход,Транспорт,1165.96,Uber
2019-02-16,Расход,Развлечения,2756.59,Пицца
2019-02-16,Расход,Прочее,1194.67,Подарок
2019-02-16,Расход,Прочее,7398.21,Подарок
2019-02-17,Расход,Продукты,2262.93,ВкусВилл
2019-02-17,Расход,Жилье,13341.97,Интернет
2019-02-17,Расход,Здоровье,6590.56,Спортзал
2019-02-18,Расход,Продукты,611.55,Магнит
2019-02-18,Расход,Продукты,1848.68,Метро
2019-02-18,Расход,Продукты,4562.19,Лента
2019-02-18,Расход,Транспорт,2268.5,Бензин
2019-02-18,Расход,Прочее,2887.52,Подарок
2019-02-19,Расход,Транспорт,636.68,Автобус
2019-02-19,Расход,Наличка,9988.24,ATM
2019-02-20,Расход,Транспорт,2545.22,Электричка
2019-02-20,Расход,Досуг,1939.21,Игры
2019-02-20,Расход,Здоровье,2369.36,Аптека
2019-02-21,Расход,Продукты,4852.5,Метро
2019-02-21,Расход,Досуг,722.57,Авито
2019-02-21,Доход,Наличка,17320.65,Пополнение наличными
2019-02-22,Расход,Досуг,1440.82,Coursera
2019-02-23,Расход,Наличка,11780.95,Размен
2019-02-23,Расход,Транспорт,1750.59,Такси
2019-02-23,Расход,Развлечения,3496.09,Пицца
2019-02-23,Расход,Прочее,5651.86,Одежда
2019-02-23,Расход,Перевод,6635.17,Благотворительность
2019-02-24,Расход,Прочее,5410.76,Непредвиденные расходы
2019-02-24,Расход,Развлечения,3194.01,Кино
2019-02-24,Расход,Развлечения,682.51,Бар
2019-02-24,Расход,Прочее,9968.06,Канцелярия
2019-02-24,Расход,Досуг,1049.66,Авито
2019-02-24,Расход,Продукты,4170.7,Лента
2019-02-25,Расход,Продукты,2639.38,Дикси
2019-02-25,Расход,Продукты,3587.71,Перекрёсток
2019-02-25,Расход,Прочее,4605.78,Зоотовары
2019-02-25,Расход,Досуг,2471.63,Игры
2019-02-26,Расход,Продукты,711.77,Пятёрочка
2019-02-26,Расход,Здоровье,2680.94,Массаж
2019-02-26,Расход,Перевод,2683.96,Перевод родителям
2019-02-26,Расход,Продукты,4498.81,Дикси
2019-02-26,Доход,Наличка,7922.83,Пополнение наличными
2019-02-27,Расход,Транспорт,2684.4,Автобус
2019-02-27,Расход,Наличка,14405.35,ATM
2019-02-27,Расход,Здоровье,287.78,Аптека
2019-02-27,Расход,Перевод,16083.3,Благотворительность
2019-02-27,Расход,Здоровье,493.13,Врач
2019-02-27,Доход,Наличка,23138.04,Найденные деньги
2019-02-28,Расход,Наличка,12754.55,ATM
2019-02-28,Расход,Жилье,15570.3,Управляющая компания
2019-02-28,Расход,Продукты,2795.87,Рынок
2019-02-28,Расход,Здоровье,2507.6,Стоматолог
2019-03-01,Расход,Досуг,2256.7,Spotify
2019-03-01,Расход,Перевод,13607.57,Долг
2019-03-01,Расход,Наличка,3479.64,Размен
2019-03-01,Расход,Здоровье,5169.48,Линзы
2019-03-01,Расход,Наличка,14576.63,Снятие наличных
2019-03-02,Расход,Развлечения,3926.23,Пицца
2019-03-02,Расход,Транспорт,1339.04,Бензин
2019-03-02,Расход,Прочее,6256.61,Подарок
2019-03-03,Расход,Прочее,4433.88,Подарок
2019-03-03,Расход,Жилье,18376.39,Аренда квартиры
2019-03-03,Расход,Досуг,1974.5,Игры
2019-03-03,Расход,Развлечения,5866.64,Ресторан
2019-03-03,Доход,Наличка,6889.16,Продажа вещей на Авито
2019-03-03,Доход,Перевод,170217.39,Налоговый вычет
2019-03-04,Расход,Продукты,981.6,Лента
2019-03-04,Расход,Здоровье,302.37,Спортзал
2019-03-04,Расход,Перевод,19473.73,Перевод другу
2019-03-05,Расход,Продукты,191.98,Метро
2019-03-05,Доход,Зарплата,51778.13,Бонус
2019-03-06,Расход,Перевод,17549.99,Алименты
2019-03-06,Расход,Прочее,7845.94,Техника
2019-03-07,Расход,Развлечения,3096.63,Пицца
2019-03-07,Расход,Продукты,4531.38,Дикси
2019-03-08,Расход,Перевод,16147.89,Перевод другу
2019-03-08,Расход,Развлечения,2790.7,Концерт
2019-03-09,Расход,Досуг,1854.13,Игры
2019-03-09,Расход,Досуг,982.02,Steam
2019-03-09,Расход,Транспорт,248.61,Каршеринг
2019-03-09,Расход,Развлечения,714.5,Доставка еды
2019-03-10,Расход,Прочее,6718.03,Одежда
2019-03-10,Расход,Перевод,9034.07,Алименты
2019-03-10,Расход,Наличка,12019.59,Размен
2019-03-10,Расход,Развлечения,2715.74,Суши
2019-03-11,Расход,Продукты,2612.61,Перекрёсток
2019-03-11,Расход,Жилье,17062.02,Интернет
2019-03-11,Расход,Развлечения,4052.87,Концерт
2019-03-11,Расход,Жилье,19719.35,Интернет
2019-03-11,Доход,Перевод,13049.95,Фриланс
2019-03-12,Расход,Перевод,2853.29,Перевод родителям
2019-03-12,Расход,Наличка,8858.68,Снятие наличных
2019-03-12,Расход,Наличка,4127.24,Размен
2019-03-13,Расход,Наличка,6073.02,Размен
2019-03-13,Расход,Прочее,603.38,Зоотовары
2019-03-14,Расход,Транспорт,1640.73,Такси
2019-03-15,Расход,Прочее,7591.98,Техника
2019-03-16,Расход,Развлечения,873.95,Бар
2019-03-16,Расход,Прочее,5086.68,Техника
2019-03-16,Расход,Прочее,195.26,Зоотовары
2019-03-16,Расход,Продукты,2301.4,ВкусВилл
2019-03-16,Расход,Наличка,7678.46,Снятие наличных
2019-03-17,Расход,Жилье,25622.26,Аренда квартиры
2019-03-17,Расход,Досуг,1473.16,Steam
2019-03-18,Расход,Продукты,186.45,Пятёрочка
2019-03-19,Расход,Развлечения,2869.05,Суши
2019-03-19,Расход,Продукты,3322.66,ВкусВилл
2019-03-19,Расход,Перевод,11082.89,Долг
2019-03-19,Расход,Перевод,13430.01,Перевод другу
2019-03-19,Доход,Перевод,14019.72,Фриланс
2019-03-20,Расход,Прочее,7868.4,Непредвиденные расходы
2019-03-20,Расход,Здоровье,4679.56,Врач
2019-03-20,Расход,Здоровье,3617.21,Массаж
2019-03-20,Расход,Транспорт,394.11,Бензин
2019-03-20,Расход,Продукты,2302.67,Бристоль
2019-03-20,Расход,Перевод,19783.93,Перевод другу
2019-03-20,Доход,Зарплата,77112.55,Бонус
2019-03-20,Доход,Наличка,15401.06,Пополнение наличными
2019-03-21,Расход,Перевод,12227.66,Алименты
2019-03-21,Доход,Наличка,20330.84,Найденные деньги
2019-03-22,Расход,Здоровье,4428.75,Массаж
2019-03-22,Расход,Продукты,952.41,Бристоль
2019-03-22,Расход,Наличка,8497.81,ATM
2019-03-23,Расход,Продукты,4735.68,Перекрёсток
2019-03-23,Расход,Развлечения,4412.2,Кафе
2019-03-24,Расход,Продукты,1946.01,Ашан
2019-03-24,Расход,Развлечения,3126.0,Пицца
2019-03-24,Расход,Развлечения,1528.08,Кафе
2019-03-24,Расход,Досуг,2701.42,Авито
2019-03-24,Расход,Продукты,4689.62,Магнит
2019-03-24,Расход,Продукты,3320.06,Лента
2019-03-25,Расход,Продукты,2841.97,Перекрёсток
2019-03-26,Расход,Наличка,8449.86,Размен
2019-03-26,Расход,Наличка,7417.34,Снятие наличных
2019-03-26,Расход,Прочее,568.84,Цветы
2019-03-26,Расход,Продукты,3470.22,Ашан
2019-03-26,Расход,Жилье,3666.94,Мебель
2019-03-26,Расход,Здоровье,4700.98,Стоматолог
2019-03-27,Доход,Наличка,2204.96,Найденные деньги
2019-03-28,Расход,Продукты,395.54,Ашан
2019-03-28,Расход,Перевод,3405.57,Перевод другу
2019-03-28,Расход,Развлечения,4137.23,Доставка еды
2019-03-28,Расход,Прочее,2699.89,Зоотовары
2019-03-29,Расход,Транспорт,1228.81,Каршеринг
2019-03-29,Расход,Продукты,3157.04,Бристоль
2019-03-29,Расход,Прочее,1805.62,Одежда
2019-03-29,Расход,Продукты,4346.56,Дикси
2019-03-30,Расход,Продукты,425.96,Лента
2019-03-30,Расход,Досуг,528.57,Coursera
2019-03-30,Расход,Досуг,1469.55,Steam
2019-03-31,Расход,Развлечения,3714.15,Кафе
2019-03-31,Расход,Досуг,254.97,Spotify
2019-03-31,Расход,Развлечения,727.98,Кино
2019-04-01,Расход,Прочее,960.48,Одежда
2019-04-01,Расход,Продукты,1733.47,Рынок
2019-04-01,Расход,Транспорт,943.11,Самокат
2019-04-02,Расход,Досуг,1673.51,Netflix
2019-04-02,Расход,Развлечения,440.47,Ресторан
2019-04-02,Расход,Транспорт,931.82,Такси
2019-04-02,Доход,Перевод,13183.89,Перевод от друга
2019-04-03,Расход,Жилье,11091.56,Электричество
2019-04-04,Расход,Наличка,7228.76,ATM
2019-04-04,Расход,Перевод,16471.95,Перевод другу
2019-04-04,Расход,Жилье,15426.25,Газ
2019-04-04,Расход,Здоровье,1917.58,Спортзал
2019-04-04,Доход,Наличка,22577.49,Пополнение наличными
2019-04-05,Расход,Здоровье,6315.39,Массаж
2019-04-05,Расход,Транспорт,1166.69,Парковка
2019-04-05,Расход,Продукты,1064.21,Бристоль
2019-04-05,Доход,Зарплата,71449.71,Квартальная премия
2019-04-06,Расход,Наличка,13935.06,ATM
2019-04-06,Расход,Прочее,1518.42,Цветы
2019-04-07,Расход,Жилье,21704.98,Газ
2019-04-07,Расход,Досуг,756.9,Spotify
2019-04-07,Расход,Досуг,1132.19,Spotify
2019-04-08,Расход,Здоровье,2780.96,Спортзал
2019-04-08,Расход,Здоровье,2379.42,Врач
2019-04-09,Расход,Продукты,3243.64,Дикси
2019-04-09,Расход,Досуг,2537.86,Авито
2019-04-09,Расход,Прочее,6123.21,Цветы
2019-04-09,Расход,Наличка,2762.01,ATM
2019-04-09,Расход,Досуг,2620.24,Хобби
2019-04-09,Расход,Перевод,13564.52,Алименты
2019-04-10,Расход,Продукты,1733.32,Ашан
2019-04-11,Расход,Продукты,3847.22,Ашан
2019-04-11,Расход,Перевод,13730.78,Алименты
2019-04-11,Расход,Досуг,439.03,Spotify
2019-04-12,Расход,Развлечения,4586.12,Концерт
2019-04-12,Расход,Здоровье,2942.4,Витамины
2019-04-12,Расход,Досуг,2843.9,Steam
2019-04-12,Расход,Развлечения,3179.78,Ресторан
2019-04-12,Расход,Жилье,5776.31,Электричество
2019-04-13,Расход,Прочее,2213.71,Канцелярия
2019-04-13,Доход,Перевод,21076.74,Подработка
2019-04-14,Расход,Транспорт,2974.49,Метро
2019-04-14,Расход,Досуг,1552.28,Netflix
2019-04-14,Расход,Прочее,3063.88,Зоотовары
2019-04-14,Расход,Досуг,1417.91,Книги
2019-04-14,Доход,Перевод,23257.59,Подработка
2019-04-15,Расход,Продукты,320.04,Дикси
2019-04-16,Расход,Прочее,8346.69,Техника
2019-04-16,Расход,Перевод,4360.76,Перевод родителям
2019-04-17,Расход,Развлечения,2555.13,Суши
2019-04-17,Расход,Наличка,2258.79,Размен
2019-04-17,Расход,Транспорт,1181.25,Автобус
2019-04-17,Расход,Развлечения,1531.56,Ресторан
2019-04-17,Расход,Жилье,23659.01,Интернет
2019-04-17,Расход,Здоровье,6716.59,Массаж
2019-04-18,Расход,Транспорт,2285.09,Каршеринг
2019-04-18,Расход,Продукты,849.34,Бристоль
2019-04-18,Расход,Транспорт,2472.22,Электричка
2019-04-18,Расход,Досуг,2586.55,Coursera
2019-04-18,Расход,Транспорт,2322.21,Такси
2019-04-19,Расход,Здоровье,4053.22,Линзы
2019-04-19,Расход,Развлечения,2841.83,Кино
2019-04-19,Расход,Прочее,5877.39,Канцелярия
2019-04-19,Расход,Развлечения,1409.23,Кафе
2019-04-20,Расход,Досуг,2454.6,Netflix
2019-04-20,Доход,Зарплата,64915.18,Годовая премия
2019-04-21,Расход,Транспорт,1724.58,Электричка
2019-04-22,Расход,Здоровье,969.5,Аптека
2019-04-23,Расход,Транспорт,204.34,Uber
2019-04-23,Расход,Наличка,13834.83,Размен
2019-04-23,Расход,Жилье,9529.23,Вода
2019-04-23,Расход,Прочее,3019.56,Косметика
2019-04-23,Расход,Перевод,4373.94,Перевод другу
2019-04-23,Расход,Развлечения,2809.91,Концерт
2019-04-24,Расход,Перевод,8845.65,Перевод родителям
2019-04-24,Расход,Транспорт,1840.49,Метро
2019-04-24,Доход,Перевод,20424.19,Перевод от друга
2019-04-25,Расход,Продукты,364.15,Бристоль
2019-04-26,Расход,Досуг,2024.22,Хобби
2019-04-26,Расход,Жилье,9493.0,Газ
2019-04-27,Расход,Здоровье,3093.51,Анализы
2019-04-28,Расход,Жилье,8189.43,Мебель
2019-04-28,Расход,Перевод,10016.87,Перевод родителям
2019-04-28,Расход,Продукты,1914.61,Пятёрочка
2019-04-28,Расход,Перевод,10680.79,Алименты
2019-04-28,Расход,Развлечения,3734.88,Бар
2019-04-28,Доход,Наличка,23335.59,Сдача
2019-04-28,Доход,Перевод,91402.9,Страховая выплата
2019-04-29,Доход,Перевод,11913.87,Возврат долга
2019-04-30,Расход,Продукты,3731.5,Лента
2019-04-30,Расход,Жилье,34335.59,Интернет
2019-05-01,Расход,Жилье,29340.67,Газ
2019-05-03,Расход,Транспорт,1677.95,Метро
2019-05-04,Расход,Здоровье,5901.28,Спортзал
2019-05-04,Расход,Жилье,28956.36,Ремонт
2019-05-04,Расход,Развлечения,4932.98,Ресторан
2019-05-04,Расход,Досуг,792.27,Netflix
2019-05-04,Расход,Здоровье,6145.75,Очки
2019-05-05,Расход,Досуг,2638.52,Steam
2019-05-05,Расход,Здоровье,1721.7,Линзы
2019-05-05,Доход,Зарплата,59827.15,Бонус
2019-05-06,Расход,Прочее,9161.72,Техника
2019-05-06,Расход,Развлечения,3692.33,Пицца
2019-05-06,Расход,Продукты,4952.79,Бристоль
2019-05-06,Расход,Жилье,28772.46,Аренда квартиры
2019-05-06,Расход,Продукты,3515.71,Лента
2019-05-07,Расход,Перевод,18609.79,Благотворительность
2019-05-07,Расход,Продукты,2761.03,Бристоль
2019-05-08,Расход,Прочее,3905.44,Подарок
2019-05-08,Расход,Транспорт,1446.84,Парковка
2019-05-08,Расход,Досуг,2594.12,Spotify
2019-05-08,Расход,Перевод,3057.42,Долг
2019-05-08,Расход,Здоровье,2721.51,Аптека
2019-05-10,Расход,Продукты,2858.0,Рынок
2019-05-11,Расход,Транспорт,396.4,Бензин
2019-05-11,Расход,Здоровье,3478.08,Анализы
2019-05-12,Расход,Развлечения,790.4,Бар
2019-05-12,Расход,Развлечения,1750.0,Бар
2019-05-12,Расход,Продукты,251.15,Дикси
2019-05-12,Расход,Транспорт,311.9,Uber
2019-05-13,Расход,Перевод,7026.6,Перевод другу
2019-05-13,Доход,Перевод,13941.58,Подработка
2019-05-14,Расход,Продукты,3638.39,Дикси
2019-05-14,Расход,Продукты,3006.57,Метро
2019-05-15,Расход,Досуг,2485.85,Хобби
2019-05-15,Расход,Здоровье,6631.51,Линзы
2019-05-15,Расход,Продукты,613.3,Перекрёсток
2019-05-15,Расход,Развлечения,5512.45,Кино
2019-05-15,Расход,Развлечения,5247.18,Кино
2019-05-15,Расход,Развлечения,4950.24,Суши
2019-05-16,Расход,Продукты,670.95,Перекрёсток
2019-05-16,Расход,Продукты,1022.52,Метро
2019-05-16,Расход,Досуг,138.83,Steam
2019-05-17,Расход,Здоровье,232.51,Анализы
2019-05-17,Расход,Перевод,10494.38,Перевод другу
2019-05-18,Расход,Жилье,27697.68,Электричество
2019-05-18,Расход,Прочее,8471.62,Техника
2019-05-19,Расход,Перевод,3626.12,Перевод другу
2019-05-19,Расход,Перевод,5961.14,Долг
2019-05-19,Расход,Продукты,3015.0,Перекрёсток
2019-05-20,Расход,Жилье,16382.36,Аренда квартиры
2019-05-20,Расход,Наличка,9236.39,Размен
2019-05-20,Расход,Транспорт,929.63,Автобус
2019-05-20,Доход,Зарплата,49116.99,Бонус
2019-05-21,Расход,Развлечения,2433.15,Театр
2019-05-21,Расход,Наличка,12029.02,Снятие наличных
2019-05-21,Доход,Наличка,10624.42,Сдача
2019-05-22,Расход,Продукты,1328.7,Перекрёсток
2019-05-22,Расход,Наличка,14073.66,Размен
2019-05-22,Расход,Здоровье,7520.71,Очки
2019-05-22,Расход,Транспорт,2242.1,Uber
2019-05-22,Расход,Транспорт,1068.86,Метро
2019-05-23,Расход,Прочее,6195.76,Канцелярия
2019-05-23,Расход,Продукты,3878.79,Пятёрочка
2019-05-23,Расход,Прочее,9805.46,Косметика
2019-05-23,Расход,Развлечения,535.25,Бар
2019-05-23,Расход,Продукты,4818.52,Пятёрочка
2019-05-23,Расход,Перевод,11224.68,Алименты
2019-05-23,Доход,Наличка,9101.86,Найденные деньги
2019-05-24,Расход,Продукты,1074.27,Дикси
2019-05-24,Расход,Жилье,26276.8,Управляющая компания
2019-05-24,Расход,Наличка,12128.73,Размен
2019-05-25,Расход,Развлечения,1603.62,Ресторан
2019-05-25,Расход,Транспорт,2464.16,Электричка
2019-05-26,Расход,Досуг,1769.22,Авито
2019-05-26,Доход,Наличка,1142.18,Продажа вещей на Авито
2019-05-27,Расход,Транспорт,2179.64,Автобус
2019-05-27,Расход,Продукты,2224.84,Дикси
2019-05-27,Расход,Прочее,7344.62,Цветы
2019-05-27,Расход,Наличка,13772.25,ATM
2019-05-28,Расход,Продукты,2138.53,Метро
2019-05-28,Расход,Перевод,19200.75,Долг
2019-05-28,Доход,Перевод,17726.55,Перевод от друга
2019-05-29,Расход,Жилье,20301.29,Коммунальные услуги
2019-05-29,Расход,Продукты,4178.81,Бристоль
2019-05-30,Расход,Досуг,1681.05,Coursera
2019-05-30,Доход,Перевод,22262.19,Подработка
2019-05-31,Расход,Развлечения,3119.79,Пицца
2019-05-31,Расход,Досуг,1988.92,YouTube Premium
2019-06-01,Расход,Досуг,1202.81,Netflix
2019-06-01,Расход,Досуг,1733.26,Netflix
2019-06-02,Расход,Наличка,14018.48,Снятие наличных
2019-06-02,Расход,Прочее,5502.82,Канцелярия
2019-06-02,Расход,Перевод,5426.52,Благотворительность
2019-06-03,Расход,Прочее,9884.7,Подарок
2019-06-03,Расход,Наличка,2397.49,Снятие наличных
2019-06-04,Расход,Здоровье,4646.95,Аптека
2019-06-04,Расход,Жилье,23436.04,Вода
2019-06-05,Расход,Прочее,9989.12,Канцелярия
2019-06-05,Расход,Продукты,3049.2,Рынок
2019-06-05,Расход,Развлечения,2826.46,Ресторан
2019-06-05,Расход,Здоровье,7721.79,Анализы
2019-06-05,Расход,Прочее,785.22,Зоотовары
2019-06-05,Расход,Здоровье,4703.38,Стоматолог
2019-06-05,Доход,Зарплата,75612.68,Бонус
2019-06-06,Расход,Перевод,10822.59,Перевод другу
2019-06-06,Расход,Жилье,9907.43,Аренда квартиры
2019-06-06,Расход,Прочее,3546.14,Зоотовары
2019-06-06,Расход,Продукты,2830.15,ВкусВилл
2019-06-06,Расход,Транспорт,851.43,Uber
2019-06-06,Расход,Перевод,3505.59,Благотворительность
2019-06-07,Расход,Наличка,3813.29,Размен
2019-06-08,Расход,Транспорт,2819.03,Яндекс.Такси
2019-06-08,Расход,Продукты,2091.43,Бристоль
2019-06-08,Расход,Развлечения,4132.48,Кафе
2019-06-08,Расход,Транспорт,2131.93,Яндекс.Такси
2019-06-08,Расход,Продукты,3438.29,Рынок
2019-06-09,Расход,Досуг,2098.3,Книги
2019-06-09,Расход,Наличка,1496.82,ATM
2019-06-09,Расход,Наличка,9856.44,Размен
2019-06-09,Расход,Продукты,2925.56,Магнит
2019-06-09,Расход,Прочее,9205.82,Подарок
2019-06-09,Расход,Транспорт,2937.54,Яндекс.Такси
2019-06-10,Расход,Жилье,6037.55,Газ
2019-06-10,Расход,Наличка,1451.8,Размен
2019-06-11,Расход,Наличка,10269.25,Размен
2019-06-12,Расход,Развлечения,3454.32,Доставка еды
2019-06-12,Расход,Наличка,11131.06,Снятие наличных
2019-06-12,Расход,Транспорт,1908.18,Самокат
2019-06-12,Расход,Транспорт,82.92,Uber
2019-06-13,Расход,Продукты,4150.85,Дикси
2019-06-13,Расход,Жилье,30744.19,Ремонт
2019-06-14,Расход,Наличка,4752.42,ATM
2019-06-14,Расход,Перевод,8717.24,Перевод другу
2019-06-14,Расход,Жилье,7473.47,Электричество
2019-06-14,Расход,Продукты,3728.15,Бристоль
2019-06-15,Расход,Развлечения,4388.25,Пицца
2019-06-16,Расход,Перевод,5906.0,Алименты
2019-06-16,Расход,Развлечения,2936.76,Доставка еды
2019-06-16,Расход,Прочее,3673.35,Канцелярия
2019-06-16,Расход,Наличка,4122.07,Размен
2019-06-16,Расход,Перевод,9264.75,Благотворительность
2019-06-17,Расход,Продукты,1117.87,Магнит
2019-06-17,Расход,Прочее,7738.4,Канцелярия
2019-06-18,Расход,Прочее,8324.1,Подарок
2019-06-19,Расход,Жилье,16593.71,Управляющая компания
2019-06-19,Расход,Продукты,2437.61,ВкусВилл
2019-06-19,Расход,Продукты,1345.96,Рынок
2019-06-20,Расход,Прочее,649.7,Зоотовары
2019-06-20,Расход,Прочее,7031.46,Одежда
2019-06-20,Расход,Продукты,1581.14,Дикси
2019-06-20,Расход,Перевод,12594.06,Алименты
2019-06-20,Расход,Продукты,1389.84,Перекрёсток
2019-06-21,Расход,Перевод,5277.66,Долг
2019-06-21,Расход,Наличка,13325.37,Снятие наличных
2019-06-21,Расход,Продукты,1502.78,Ашан
2019-06-21,Доход,Перевод,17575.33,Фриланс
2019-06-22,Расход,Прочее,7716.1,Непредвиденные расходы
2019-06-22,Расход,Жилье,7912.84,Управляющая компания
2019-06-22,Расход,Жилье,31918.59,Коммунальные услуги
2019-06-22,Доход,Наличка,13369.41,Пополнение наличными
2019-06-23,Расход,Перевод,8486.25,Перевод другу
2019-06-23,Расход,Перевод,13529.3,Алименты
2019-06-24,Расход,Прочее,7337.64,Одежда
2019-06-25,Расход,Продукты,2776.79,ВкусВилл
2019-06-25,Расход,Прочее,1280.26,Канцелярия
2019-06-25,Доход,Перевод,23622.48,Возврат долга
2019-06-26,Расход,Здоровье,3641.38,Массаж
2019-06-27,Расход,Прочее,9640.92,Зоотовары
2019-06-27,Расход,Жилье,9690.72,Коммунальные услуги
2019-06-29,Расход,Развлечения,5565.16,Бар
2019-06-29,Расход,Продукты,117.37,Ашан
2019-06-29,Расход,Развлечения,1214.81,Боулинг
2019-06-29,Расход,Продукты,4915.3,Ашан
2019-06-29,Доход,Перевод,23496.87,Перевод от друга
2019-06-30,Расход,Развлечения,5306.64,Концерт
2019-06-30,Расход,Прочее,4324.29,Непредвиденные расходы
2019-07-02,Расход,Перевод,12728.25,Перевод другу
2019-07-02,Расход,Здоровье,5873.18,Спортзал
2019-07-03,Расход,Продукты,494.58,ВкусВилл
2019-07-03,Расход,Наличка,3153.89,ATM
2019-07-03,Доход,Перевод,14192.38,Фриланс
2019-07-05,Расход,Транспорт,688.38,Метро
2019-07-06,Расход,Досуг,1375.81,Книги
2019-07-06,Расход,Развлечения,2309.02,Концерт
2019-07-06,Расход,Продукты,3944.51,Перекрёсток
2019-07-06,Расход,Прочее,1386.26,Техника
2019-07-06,Расход,Наличка,1255.36,Снятие наличных
2019-07-07,Расход,Транспорт,1248.31,Автобус
2019-07-07,Расход,Жилье,32847.88,Интернет
2019-07-07,Расход,Продукты,2027.39,Ашан
2019-07-08,Расход,Наличка,3743.41,ATM
2019-07-08,Расход,Транспорт,815.62,Каршеринг
2019-07-08,Расход,Развлечения,5048.21,Кафе
2019-07-09,Расход,Здоровье,1149.57,Спортзал
2019-07-09,Расход,Наличка,8790.83,Снятие наличных
2019-07-10,Расход,Жилье,3714.29,Ремонт
2019-07-10,Расход,Транспорт,2987.26,Парковка
2019-07-10,Расход,Продукты,4478.95,Дикси
2019-07-10,Расход,Транспорт,1715.66,Яндекс.Такси
2019-07-10,Расход,Продукты,3072.28,Магнит
